network,country,country_code,continent,continent_code,asn,as_name,as_domain,type
46.36.96.0/24,Iran,IR,Asia,AS,AS51759,"""Pirooz Leen"" LLC",piroozonline.net,business
46.36.99.0/24,Iran,IR,Asia,AS,AS216205,Amn Gostare Hasin Co,hasin-co.ir,hosting
46.36.100.0/22,Iran,IR,Asia,AS,AS50810,Mobin Net Communication Company (Private Joint Stock),mobinnet.net,isp
46.36.104.0/24,Iran,IR,Asia,AS,AS51759,"""Pirooz Leen"" LLC",piroozonline.net,business
46.36.105.0/24,Iran,IR,Asia,AS,AS50810,Mobin Net Communication Company (Private Joint Stock),mobinnet.net,isp
46.36.106.0/24,Iran,IR,Asia,AS,AS50810,Mobin Net Communication Company (Private Joint Stock),mobinnet.net,isp
46.36.107.0/24,Iran,IR,Asia,AS,AS51759,"""Pirooz Leen"" LLC",piroozonline.net,business
46.36.108.0/23,Iran,IR,Asia,AS,AS51759,"""Pirooz Leen"" LLC",piroozonline.net,business
46.36.110.0/24,Iran,IR,Asia,AS,AS51759,"""Pirooz Leen"" LLC",piroozonline.net,business
46.36.111.0/24,Iran,IR,Asia,AS,AS210650,Sarmayeh & Danesh Brokerage Co.,,business
46.38.129.0/24,Iran,IR,Asia,AS,AS34837,Institute for Research in Fundamental Sciences,ipm.ac.ir,education
46.38.131.0/24,Iran,IR,Asia,AS,AS34837,Institute for Research in Fundamental Sciences,ipm.ac.ir,education
46.38.132.0/22,Iran,IR,Asia,AS,AS211162,www.ompfinex.com,ompfinex.com,isp
46.38.136.0/24,The Netherlands,NL,Europe,EU,AS44889,Farhang Azma Communications Company LTD,azmagroup.com,hosting
46.38.137.0/24,Iran,IR,Asia,AS,AS213665,PARMIN CLOUD COMPUTING LLC,parmin.cloud,hosting
46.38.138.0/23,Iran,IR,Asia,AS,AS204104,Giti Secure Cloud LLC,gscloud.ir,hosting
46.38.140.0/24,Iran,IR,Asia,AS,AS213732,Peyman Ertebatat Pouya Company (Ltd),farsvps.com,hosting
46.38.143.0/24,Iran,IR,Asia,AS,AS204104,Giti Secure Cloud LLC,gscloud.ir,hosting
46.38.144.0/24,Iran,IR,Asia,AS,AS25184,Afranet,afranet.com,hosting
46.38.145.0/24,Iran,IR,Asia,AS,AS213732,Peyman Ertebatat Pouya Company (Ltd),farsvps.com,hosting
46.38.146.0/23,Iran,IR,Asia,AS,AS213732,Peyman Ertebatat Pouya Company (Ltd),farsvps.com,hosting
46.38.148.0/24,Iran,IR,Asia,AS,AS213732,Peyman Ertebatat Pouya Company (Ltd),farsvps.com,hosting
46.38.150.0/23,Iran,IR,Asia,AS,AS213732,Peyman Ertebatat Pouya Company (Ltd),farsvps.com,hosting
46.38.152.0/24,Iran,IR,Asia,AS,AS198584,PIO-Hosting GmbH,pio.hosting,global_cdn_edge
46.38.159.0/24,Iran,IR,Asia,AS,AS211705,Iranian Electronic Counter Anzali Free Zone(Private Joint Stock Company),iec24.com,hosting
46.41.192.0/18,Iran,IR,Asia,AS,AS16322,Parsan Lin Co. PJS,parsonline.com,isp
46.51.0.0/19,Iran,IR,Asia,AS,AS197207,Mobile Communication Company of Iran PLC,mci.ir,isp
46.51.36.0/23,Iran,IR,Asia,AS,AS197207,Mobile Communication Company of Iran PLC,mci.ir,isp
46.51.38.0/24,Iran,IR,Asia,AS,AS197207,Mobile Communication Company of Iran PLC,mci.ir,isp
46.51.40.0/21,Iran,IR,Asia,AS,AS197207,Mobile Communication Company of Iran PLC,mci.ir,isp
46.51.64.0/18,Iran,IR,Asia,AS,AS197207,Mobile Communication Company of Iran PLC,mci.ir,isp
46.100.0.0/22,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
46.100.5.0/24,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
46.100.6.0/23,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
46.100.8.0/21,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
46.100.16.0/20,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
46.100.32.0/19,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
46.100.68.0/22,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
46.100.72.0/22,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
46.100.84.0/22,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
46.100.88.0/21,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
46.100.96.0/21,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
46.100.104.0/22,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
46.100.112.0/20,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
46.100.128.0/21,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
46.100.136.0/22,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
46.100.140.0/24,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
46.100.142.0/23,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
46.100.144.0/20,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
46.100.160.0/19,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
46.100.192.0/19,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
46.100.224.0/21,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
46.100.232.0/23,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
46.100.236.0/22,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
46.100.240.0/21,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
46.100.248.0/22,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
46.100.252.0/23,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
46.102.120.0/21,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
46.102.128.0/20,Iran,IR,Asia,AS,AS25184,Afranet,afranet.com,hosting
46.102.184.0/22,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
46.143.0.0/17,Iran,IR,Asia,AS,AS43754,Asiatech Data Transmission company,asiatech.ir,isp
46.143.244.0/23,Iran,IR,Asia,AS,AS61962,Sepahan Mapna Equipment Engineering and Manufacturing PJSC,mapnasts.ir,business
46.148.32.0/24,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
46.148.34.0/24,Iran,IR,Asia,AS,AS51788,Part Payam Paya LLC,partpayam.ir,isp
46.148.35.0/24,Iran,IR,Asia,AS,AS43395,Pooya Parto Qeshm Cooperative Company,gmai.com,business
46.148.36.0/24,Iran,IR,Asia,AS,AS43395,Pooya Parto Qeshm Cooperative Company,gmai.com,business
46.148.38.0/24,Iran,IR,Asia,AS,AS43395,Pooya Parto Qeshm Cooperative Company,gmai.com,business
46.148.39.0/24,Iran,IR,Asia,AS,AS39364,Hormoz IT & Network Waves Connection Co. (PJS),hormoznet.net,isp
46.148.40.0/24,Iran,IR,Asia,AS,AS43395,Pooya Parto Qeshm Cooperative Company,gmai.com,business
46.148.41.0/24,Iran,IR,Asia,AS,AS47376,Web Gostaran Bandar Company (PJS),dimit.host,hosting
46.148.42.0/24,Iran,IR,Asia,AS,AS51788,Part Payam Paya LLC,partpayam.ir,isp
46.148.43.0/24,Iran,IR,Asia,AS,AS43395,Pooya Parto Qeshm Cooperative Company,gmai.com,business
46.148.44.0/23,Iran,IR,Asia,AS,AS43395,Pooya Parto Qeshm Cooperative Company,gmai.com,business
46.148.46.0/24,Iran,IR,Asia,AS,AS43395,Pooya Parto Qeshm Cooperative Company,gmai.com,business
46.148.47.0/24,Iran,IR,Asia,AS,AS51788,Part Payam Paya LLC,partpayam.ir,isp
46.164.64.0/18,Iran,IR,Asia,AS,AS197207,Mobile Communication Company of Iran PLC,mci.ir,isp
46.167.128.0/19,Iran,IR,Asia,AS,AS16322,Parsan Lin Co. PJS,parsonline.com,isp
46.182.32.0/21,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
46.209.0.0/19,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
46.209.32.0/21,Iran,IR,Asia,AS,AS59962,Shiraz University,shirazu.ac.ir,education
46.209.40.0/21,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
46.209.48.0/20,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
46.209.64.0/18,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
46.209.128.0/17,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
46.235.76.0/23,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
46.245.0.0/18,Iran,IR,Asia,AS,AS47262,Hamara System Tabriz Engineering Company,hamarasystem.net,isp
46.245.64.0/18,Iran,IR,Asia,AS,AS43754,Asiatech Data Transmission company,asiatech.ir,isp
46.249.96.0/24,Australia,AU,Oceania,OC,AS12697,Tose Masiryabi Shabake Aria PJSC,nrd.ir,business
46.249.120.0/21,Iran,IR,Asia,AS,AS201150,Didehban Net Company PJS,didi.ir,isp
46.255.78.0/24,United Kingdom,GB,Europe,EU,AS213565,Badonde Networks,icloud.com,unknown
46.255.216.0/21,Iran,IR,Asia,AS,AS52140,United Nations High Commissioner for Refugees,unhcr.org,business
57.88.80.0/20,Iran,IR,Asia,AS,AS16509,"Amazon.com, Inc.",amazon.com,global_cdn_edge
62.3.14.0/24,Iran,IR,Asia,AS,AS200436,Patron Technology Persia Ltd,ptp.pm,hosting
62.3.41.0/24,Iran,IR,Asia,AS,AS60631,Vandad Vira Hooman LLC,vandadvira.com,hosting
62.3.42.0/24,Iran,IR,Asia,AS,AS61173,Green Web Samaneh Novin PJSC,greenweb.ir,hosting
62.60.128.0/23,United Arab Emirates,AE,Asia,AS,AS59441,Hostiran Network,hostiran.net,hosting
62.60.132.0/23,United Arab Emirates,AE,Asia,AS,AS59441,Hostiran Network,hostiran.net,hosting
62.60.136.0/23,Iran,IR,Asia,AS,AS15611,Iranian Research Organization for Science & Technology,irost.org,business
62.60.139.0/24,Iran,IR,Asia,AS,AS15611,Iranian Research Organization for Science & Technology,irost.org,business
62.60.140.0/24,Iran,IR,Asia,AS,AS15611,Iranian Research Organization for Science & Technology,irost.org,business
62.60.141.0/24,Iran,IR,Asia,AS,AS215633,AbrBaranIDC.NET,abrbaranidc.ir,hosting
62.60.142.0/24,Iran,IR,Asia,AS,AS15611,Iranian Research Organization for Science & Technology,irost.org,business
62.60.143.0/24,Iran,IR,Asia,AS,AS212036,Parsway Shomal Company Ltd,parsway.ir,isp
62.60.144.0/24,Iran,IR,Asia,AS,AS35372,GeniusMind S.A.,geniusmind.gr,unknown
62.60.145.0/24,Iran,IR,Asia,AS,AS15611,Iranian Research Organization for Science & Technology,irost.org,business
62.60.146.0/24,Iran,IR,Asia,AS,AS215633,AbrBaranIDC.NET,abrbaranidc.ir,hosting
62.60.147.0/24,Iran,IR,Asia,AS,AS35372,GeniusMind S.A.,geniusmind.gr,unknown
62.60.160.0/23,Iran,IR,Asia,AS,AS35372,GeniusMind S.A.,geniusmind.gr,unknown
62.60.162.0/24,Iran,IR,Asia,AS,AS48147,Asre Pardazeshe Ettelaate Amin Institute,aminidc.com,education
62.60.164.0/22,United Arab Emirates,AE,Asia,AS,AS59441,Hostiran Network,hostiran.net,hosting
62.60.188.0/24,Iran,IR,Asia,AS,AS214922,FanAvaran Mihan Mizban PJSC,manageit.ir,hosting
62.60.190.0/24,Iran,IR,Asia,AS,AS210814,VUNIFY LTD,vunify.org,unknown
62.60.196.0/23,Iran,IR,Asia,AS,AS48147,Asre Pardazeshe Ettelaate Amin Institute,aminidc.com,education
62.60.198.0/24,Iran,IR,Asia,AS,AS213852,Tose'e Shabakeh Azad Ltd,liara.ir,hosting
62.60.199.0/24,Iran,IR,Asia,AS,AS48147,Asre Pardazeshe Ettelaate Amin Institute,aminidc.com,education
62.60.200.0/21,United Arab Emirates,AE,Asia,AS,AS59441,Hostiran Network,hostiran.net,hosting
62.60.209.0/24,United Arab Emirates,AE,Asia,AS,AS59441,Hostiran Network,hostiran.net,hosting
62.60.210.0/23,United Arab Emirates,AE,Asia,AS,AS59441,Hostiran Network,hostiran.net,hosting
62.60.212.0/22,United Arab Emirates,AE,Asia,AS,AS59441,Hostiran Network,hostiran.net,hosting
62.60.218.0/24,Iran,IR,Asia,AS,AS35372,GeniusMind S.A.,geniusmind.gr,unknown
62.60.220.0/24,Iran,IR,Asia,AS,AS214922,FanAvaran Mihan Mizban PJSC,manageit.ir,hosting
62.60.223.0/24,Iran,IR,Asia,AS,AS214922,FanAvaran Mihan Mizban PJSC,manageit.ir,hosting
62.102.128.0/20,Iran,IR,Asia,AS,AS197207,Mobile Communication Company of Iran PLC,mci.ir,isp
62.106.95.0/24,Iran,IR,Asia,AS,AS60631,Vandad Vira Hooman LLC,vandadvira.com,hosting
62.133.46.0/24,Iran,IR,Asia,AS,AS9009,M247 Europe SRL,m247global.com,global_cdn_edge
62.193.3.0/24,Iran,IR,Asia,AS,AS5618,DP IRAN PLC,dpi.ir,business
62.193.4.0/22,Iran,IR,Asia,AS,AS5618,DP IRAN PLC,dpi.ir,business
62.193.8.0/24,Iran,IR,Asia,AS,AS5618,DP IRAN PLC,dpi.ir,business
62.193.12.0/23,Iran,IR,Asia,AS,AS5618,DP IRAN PLC,dpi.ir,business
62.193.16.0/23,Iran,IR,Asia,AS,AS5618,DP IRAN PLC,dpi.ir,business
62.193.18.0/24,Iran,IR,Asia,AS,AS5618,DP IRAN PLC,dpi.ir,business
62.193.20.0/24,Iran,IR,Asia,AS,AS5618,DP IRAN PLC,dpi.ir,business
62.204.61.0/24,Iran,IR,Asia,AS,AS34412,Saba Abr Mizban LLC,mizbancloud.com,hosting
62.220.96.0/22,Iran,IR,Asia,AS,AS21341,Soroush Rasanheh Company Ltd,sinet.ir,hosting
62.220.100.0/23,Iran,IR,Asia,AS,AS21341,Soroush Rasanheh Company Ltd,sinet.ir,hosting
62.220.102.0/24,Iran,IR,Asia,AS,AS24631,Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS,fanaptelecom.ir,isp
62.220.103.0/24,Iran,IR,Asia,AS,AS21341,Soroush Rasanheh Company Ltd,sinet.ir,hosting
62.220.104.0/22,Iran,IR,Asia,AS,AS21341,Soroush Rasanheh Company Ltd,sinet.ir,hosting
62.220.108.0/24,Iran,IR,Asia,AS,AS203014,"IRAN CHAMBER OF COMMERCE, INDUSTRIES, MINES and AGRICULTURE",iccima.ir,business
62.220.112.0/21,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
62.220.124.0/23,Iran,IR,Asia,AS,AS51026,Dade Pardazi Mobinhost Co LTD,dadepardazimobin.com,hosting
62.220.126.0/24,Iran,IR,Asia,AS,AS204544,Dade Pardazi Mobinhost Co LTD,dadepardazimobin.com,hosting
62.220.127.0/24,Iran,IR,Asia,AS,AS51026,Dade Pardazi Mobinhost Co LTD,dadepardazimobin.com,hosting
63.243.185.0/24,Iran,IR,Asia,AS,AS6453,TATA COMMUNICATIONS (AMERICA) INC,tatacommunications.com,global_cdn_edge
66.79.96.0/19,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
67.205.78.104/29,Iran,IR,Asia,AS,AS32613,Leaseweb Canada Inc.,leaseweb.ca,global_cdn_edge
67.205.95.172/30,Iran,IR,Asia,AS,AS32613,Leaseweb Canada Inc.,leaseweb.ca,global_cdn_edge
69.194.64.0/18,Iran,IR,Asia,AS,AS197207,Mobile Communication Company of Iran PLC,mci.ir,isp
70.38.61.160/29,Iran,IR,Asia,AS,AS32613,Leaseweb Canada Inc.,leaseweb.ca,global_cdn_edge
72.14.201.40/30,Iran,IR,Asia,AS,AS15169,Google LLC,google.com,global_cdn_edge
77.36.128.0/17,Iran,IR,Asia,AS,AS42586,IRIB (Islamic Republic of Iran Broadcasting),irib.ir,isp
77.74.202.0/24,Iran,IR,Asia,AS,AS209836,Toesegaran Shabakeh Arseh Novin Ltd,novinhost.org,hosting
77.77.64.0/18,Iran,IR,Asia,AS,AS16322,Parsan Lin Co. PJS,parsonline.com,isp
77.81.32.0/20,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
77.81.76.0/24,Iran,IR,Asia,AS,AS48592,Dorna Network LTD,dornanet.ca,unknown
77.81.78.0/24,Iran,IR,Asia,AS,AS48592,Dorna Network LTD,dornanet.ca,unknown
77.81.82.0/23,Iran,IR,Asia,AS,AS48592,Dorna Network LTD,dornanet.ca,unknown
77.81.128.0/21,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
77.81.144.0/20,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
77.81.192.0/19,Iran,IR,Asia,AS,AS57218,Rightel Communication Service Company PJS,rightel.ir,isp
77.90.139.180/30,Iran,IR,Asia,AS,AS42821,K&K Kommunikationssysteme GmbH,exklusiv.de,global_cdn_edge
77.95.219.0/24,Iran,IR,Asia,AS,AS202391,Cooperative Afra ertebatat-e-sabet-e Rasa Co,afrarasa.com,isp
77.104.64.0/20,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
77.104.80.0/21,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
77.104.88.0/22,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
77.104.92.0/24,Iran,IR,Asia,AS,AS205207,AbreNik Cloud,abrenik.com,hosting
77.104.93.0/24,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
77.104.94.0/23,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
77.104.96.0/20,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
77.104.112.0/21,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
77.104.120.0/22,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
77.104.124.0/24,Iran,IR,Asia,AS,AS204812,Pars Tamin Navid Company (Private Joint-Stock),pars-tamin.ir,business
77.104.125.0/24,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
77.104.126.0/23,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
77.237.64.0/24,Iran,IR,Asia,AS,AS216125,Avaye Etminan Asset Management PJSC,aeam.ir,business
77.237.65.0/24,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
77.237.66.0/23,Iran,IR,Asia,AS,AS51431,Rasaneh Avabarid Private Joint Stock Company,avabarid.com,hosting
77.237.68.0/22,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
77.237.72.0/24,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
77.237.73.0/24,Iran,IR,Asia,AS,AS209836,Toesegaran Shabakeh Arseh Novin Ltd,novinhost.org,hosting
77.237.74.0/23,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
77.237.76.0/23,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
77.237.78.0/24,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
77.237.79.0/24,Iran,IR,Asia,AS,AS214475,Iran Tax Affairs Organisation,tax.gov.ir,government
77.237.80.0/24,Iran,IR,Asia,AS,AS206929,Gostaresh Energy Pasargad Company (PJS),pedc.ir,business
77.237.81.0/24,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
77.237.82.0/23,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
77.237.84.0/22,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
77.237.88.0/21,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
77.237.160.0/19,Iran,IR,Asia,AS,AS49100,Pishgaman Toseeh Ertebatat Company (Private Joint Stock),pishgaman.net,isp
77.238.104.0/21,Iran,IR,Asia,AS,AS43754,Asiatech Data Transmission company,asiatech.ir,isp
77.238.112.0/21,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
77.238.120.0/22,Iran,IR,Asia,AS,AS43754,Asiatech Data Transmission company,asiatech.ir,isp
77.238.124.0/22,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
77.245.224.0/21,Iran,IR,Asia,AS,AS42907,Research Institute Of Petroleum Industry,ripi.ir,education
77.245.232.0/22,Iran,IR,Asia,AS,AS42907,Research Institute Of Petroleum Industry,ripi.ir,education
77.245.236.0/24,Iran,IR,Asia,AS,AS42907,Research Institute Of Petroleum Industry,ripi.ir,education
78.31.232.0/22,Iran,IR,Asia,AS,AS60014,Abramad Technological Infrastructures Development Company PJS,abramad.com,hosting
78.38.0.0/21,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
78.38.8.0/21,Iran,IR,Asia,AS,AS49666,Telecommunication Infrastructure Company,tic.ir,isp
78.38.16.0/20,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
78.38.32.0/19,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
78.38.64.0/18,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
78.38.128.0/18,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
78.38.192.0/19,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
78.38.224.0/21,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
78.38.232.0/22,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
78.38.236.0/24,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
78.38.237.0/24,Iran,IR,Asia,AS,AS60148,Iran Information Technology Company PJSC,iran.ir,business
78.38.238.0/24,Iran,IR,Asia,AS,AS49666,Telecommunication Infrastructure Company,tic.ir,isp
78.38.239.0/24,Iran,IR,Asia,AS,AS60148,Iran Information Technology Company PJSC,iran.ir,business
78.38.240.0/23,Iran,IR,Asia,AS,AS12880,Iran Information Technology Company PJSC,tic.ir,business
78.38.242.0/24,Iran,IR,Asia,AS,AS12880,Iran Information Technology Company PJSC,tic.ir,business
78.38.243.0/24,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
78.38.244.0/23,Iran,IR,Asia,AS,AS12880,Iran Information Technology Company PJSC,tic.ir,business
78.38.246.0/24,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
78.38.247.0/24,Iran,IR,Asia,AS,AS12880,Iran Information Technology Company PJSC,tic.ir,business
78.38.248.0/24,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
78.38.249.0/24,Iran,IR,Asia,AS,AS49666,Telecommunication Infrastructure Company,tic.ir,isp
78.38.250.0/23,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
78.38.252.0/23,Iran,IR,Asia,AS,AS49666,Telecommunication Infrastructure Company,tic.ir,isp
78.38.254.0/24,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
78.38.255.0/24,Iran,IR,Asia,AS,AS12880,Iran Information Technology Company PJSC,tic.ir,business
78.39.0.0/20,Iran,IR,Asia,AS,AS49666,Telecommunication Infrastructure Company,tic.ir,isp
78.39.16.0/21,Iran,IR,Asia,AS,AS49666,Telecommunication Infrastructure Company,tic.ir,isp
78.39.24.0/21,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
78.39.32.0/21,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
78.39.40.0/24,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
78.39.41.0/24,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
78.39.42.0/24,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
78.39.43.0/24,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
78.39.44.0/23,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
78.39.46.0/23,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
78.39.48.0/22,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
78.39.52.0/24,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
78.39.53.0/24,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
78.39.54.0/23,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
78.39.56.0/22,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
78.39.60.0/23,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
78.39.62.0/24,Iran,IR,Asia,AS,AS42337,Respina Networks & Beyond PJSC,respina.net,isp
78.39.63.0/24,Iran,IR,Asia,AS,AS49666,Telecommunication Infrastructure Company,tic.ir,isp
78.39.64.0/18,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
78.39.128.0/24,Iran,IR,Asia,AS,AS12880,Iran Information Technology Company PJSC,tic.ir,business
78.39.129.0/24,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
78.39.130.0/23,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
78.39.132.0/22,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
78.39.136.0/21,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
78.39.144.0/21,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
78.39.152.0/24,Iran,IR,Asia,AS,AS60148,Iran Information Technology Company PJSC,iran.ir,business
78.39.153.0/24,Iran,IR,Asia,AS,AS49666,Telecommunication Infrastructure Company,tic.ir,isp
78.39.154.0/24,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
78.39.155.0/24,Iran,IR,Asia,AS,AS49666,Telecommunication Infrastructure Company,tic.ir,isp
78.39.156.0/24,Iran,IR,Asia,AS,AS49666,Telecommunication Infrastructure Company,tic.ir,isp
78.39.157.0/24,Iran,IR,Asia,AS,AS60148,Iran Information Technology Company PJSC,iran.ir,business
78.39.158.0/23,Iran,IR,Asia,AS,AS58224,Iran Telecommunication Company PJS,tci.ir,isp
